iter	Passed	Remaining
407	5362	7780
408	5374	7766
409	5390	7757
410	5402	7742
411	5414	7727
412	5425	7711
413	5437	7696
414	5450	7683
415	5463	7670
416	5476	7656
417	5488	7641
418	5499	7626
419	5513	7613
420	5526	7600
421	5539	7587
422	5552	7574
423	5564	7559
424	5576	7545
425	5588	7530
426	5602	7518
427	5615	7504
428	5628	7491
429	5640	7476
430	5652	7462
431	5664	7447
432	5677	7434
433	5689	7420
434	5701	7404
435	5714	7391
436	5725	7376
437	5739	7363
438	5751	7349
439	5762	7334
440	5776	7322
441	5789	7308
442	5803	7296
443	5815	7282
444	5826	7266
445	5839	7253
446	5852	7240
447	5864	7225
448	5877	7212
449	5889	7198
450	5902	7185
451	5915	7172
452	5927	7157
453	5940	7144
454	5952	7130
455	5965	7116
456	5976	7101
457	5988	7086
458	6000	7072
459	6014	7060
460	6026	7046
461	6039	7033
462	6050	7018
463	6062	7003
464	6075	6990
465	6088	6977
466	6101	6963
467	6114	6950
468	6130	6941
469	6143	6927
470	6155	6913
471	6168	6900
472	6181	6886
473	6193	6873
474	6206	6859
475	6218	6846
476	6230	6831
477	6244	6819
478	6257	6805
479	6269	6792
480	6281	6777
481	6295	6765
482	6308	6752
483	6320	6738
484	6332	6724
485	6345	6711
486	6358	6697
487	6370	6683
488	6382	6669
489	6395	6656
490	6407	6642
491	6419	6628
492	6433	6615
493	6445	6601
494	6457	6587
495	6470	6574
496	6482	6560
497	6494	6546
498	6506	6532
499	6519	6519
500	6530	6504
501	6542	6490
502	6554	6476
503	6567	6463
504	6579	6449
505	6591	6435
506	6603	6421
507	6615	6406
508	6628	6394
509	6641	6380
510	6654	6368
511	6668	6355
512	6681	6342
513	6693	6329
514	6707	6316
515	6719	6302
516	6730	6287
517	6742	6273
518	6754	6260
519	6767	6246
520	6778	6232
521	6792	6219
522	6805	6206
523	6818	6194
524	6831	6180
525	6844	6167
526	6856	6153
527	6870	6141
528	6883	6128
529	6896	6115
530	6909	6102
531	6922	6089
532	6935	6076
533	6946	6062
534	6958	6047
535	6971	6034
536	6983	6020
537	6996	6008
538	7008	5994
539	7021	5981
540	7033	5967
541	7044	5952
542	7055	5938
543	7068	5925
544	7081	5912
545	7094	5898
546	7106	5885
547	7118	5871
548	7138	5864
549	7151	5851
550	7163	5837
551	7175	5823
552	7188	5810
553	7200	5797
554	7213	5783
555	7225	5770
556	7240	5758
557	7252	5744
558	7264	5731
559	7276	5717
560	7289	5704
561	7301	5690
562	7314	5677
563	7325	5663
564	7338	5650
565	7351	5636
566	7363	5623
567	7377	5610
568	7391	5598
569	7403	5584
570	7415	5571
571	7427	5557
572	7439	5543
573	7452	5530
574	7464	5517
575	7476	5503
576	7488	5489
577	7501	5476
578	7513	5463
579	7525	5449
580	7538	5436
581	7550	5423
582	7562	5408
583	7574	5395
584	7587	5382
585	7600	5369
586	7611	5355
587	7624	5342
588	7637	5329
589	7650	5316
590	7663	5303
591	7675	5289
592	7686	5275
593	7696	5260
594	7709	5247
595	7722	5234
596	7734	5221
597	7746	5207
598	7760	5195
599	7772	5181
600	7784	5168
601	7795	5153
602	7808	5140
603	7822	5128
604	7834	5115
605	7846	5101
606	7858	5087
607	7870	5074
608	7882	5061
609	7896	5048
610	7908	5034
611	7920	5021
612	7932	5007
613	7942	4993
614	7955	4980
615	7967	4966
616	7978	4952
617	7991	4939
618	8004	4926
619	8016	4913
620	8027	4899
621	8039	4885
622	8051	4872
623	8063	4859
624	8076	4845
625	8089	4833
626	8106	4822
627	8119	4809
628	8131	4796
629	8143	4782
630	8157	4770
631	8170	4757
632	8182	4744
633	8194	4730
634	8206	4717
635	8218	4703
636	8230	4690
637	8242	4676
638	8254	4663
639	8267	4650
640	8279	4637
641	8292	4623
642	8304	4610
643	8317	4597
644	8330	4585
645	8343	4572
646	8355	4558
647	8368	4545
648	8381	4533
649	8394	4520
650	8406	4506
651	8419	4493
652	8432	4480
653	8444	4467
654	8455	4453
655	8467	4440
656	8480	4427
657	8494	4414
658	8506	4401
659	8518	4388
660	8532	4375
661	8544	4362
662	8556	4349
663	8568	4336
664	8580	4322
665	8593	4309
666	8605	4296
667	8618	4283
668	8630	4270
669	8642	4256
670	8655	4243
671	8667	4230
672	8678	4216
673	8690	4203
674	8702	4190
675	8714	4176
676	8727	4163
677	8740	4150
678	8752	4137
679	8765	4124
680	8777	4111
681	8792	4099
682	8805	4087
683	8817	4073
684	8829	4060
685	8841	4047
686	8853	4033
687	8866	4020
688	8879	4007
689	8891	3994
690	8903	3981
691	8915	3968
692	8928	3955
693	8942	3942
694	8954	3929
695	8967	3916
696	8979	3903
697	8992	3890
698	9005	3878
699	9018	3865
700	9030	3851
701	9042	3838
702	9055	3825
703	9066	3812
704	9078	3798
705	9092	3786
706	9107	3774
707	9120	3761
708	9132	3748
709	9145	3735
710	9157	3722
711	9170	3709
712	9181	3695
713	9194	3682
714	9206	3669
715	9218	3656
716	9231	3643
717	9243	3630
718	9255	3617
719	9268	3604
720	9280	3591
721	9293	3578
722	9306	3565
723	9317	3552
724	9330	3538
725	9342	3526
726	9354	3512
727	9365	3499
728	9376	3485
729	9388	3472
730	9400	3459
731	9413	3446
732	9426	3433
733	9439	3420
734	9454	3408
735	9466	3395
736	9477	3382
737	9488	3368
738	9500	3355
739	9512	3342
740	9524	3328
741	9536	3315
742	9548	3302
743	9561	3289
744	9574	3277
745	9587	3264
746	9599	3251
747	9611	3238
748	9624	3225
749	9636	3212
750	9648	3199
751	9660	3185
752	9672	3172
753	9684	3159
754	9697	3146
755	9709	3133
756	9722	3120
757	9734	3107
758	9746	3094
759	9758	3081
760	9771	3068
761	9783	3055
762	9795	3042
763	9808	3029
764	9820	3016
765	9832	3003
766	9846	2991
767	9858	2978
768	9871	2965
769	9882	2951
770	9895	2939
771	9906	2925
772	9919	2912
773	9931	2899
774	9942	2886
775	9954	2873
776	9968	2860
777	9979	2847
778	9991	2834
779	10004	2821
780	10017	2809
781	10030	2796
782	10043	2783
783	10055	2770
784	10067	2757
785	10081	2744
786	10097	2732
787	10111	2720
788	10123	2707
789	10137	2694
790	10149	2681
791	10163	2669
792	10177	2656
793	10189	2643
794	10202	2630
795	10214	2617
796	10225	2604
797	10239	2591
798	10251	2578
799	10263	2565
800	10276	2553
801	10288	2540
802	10301	2527
803	10312	2513
804	10323	2500
805	10335	2487
806	10348	2474
807	10360	2461
808	10371	2448
809	10384	2435
810	10396	2422
811	10408	2409
812	10420	2396
813	10434	2384
814	10447	2371
815	10460	2358
816	10472	2345
817	10483	2332
818	10495	2319
819	10508	2306
820	10519	2293
821	10530	2280
822	10545	2267
823	10558	2255
824	10571	2242
825	10584	2229
826	10597	2216
827	10609	2203
828	10623	2191
829	10635	2178
830	10647	2165
831	10661	2152
832	10673	2139
833	10684	2126
834	10696	2113
835	10708	2100
836	10720	2087
837	10731	2074
838	10743	2061
839	10755	2048
840	10767	2035
841	10779	2022
842	10792	2009
843	10804	1997
844	10817	1984
845	10829	1971
846	10843	1958
847	10855	1945
848	10868	1932
849	10879	1919
850	10892	1907
851	10905	1894
852	10916	1881
853	10929	1868
854	10943	1855
855	10955	1843
856	10969	1830
857	10981	1817
858	10994	1804
859	11008	1792
860	11021	1779
861	11035	1766
862	11049	1754
863	11063	1741
864	11082	1729
865	11096	1717
866	11112	1704
867	11129	1692
868	11145	1680
869	11160	1667
870	11175	1655
871	11191	1642
872	11206	1630
873	11219	1617
874	11234	1604
875	11249	1592
876	11265	1579
877	11279	1567
878	11294	1554
879	11310	1542
880	11325	1529
881	11340	1517
882	11354	1504
883	11368	1491
884	11383	1479
885	11398	1466
886	11412	1453
887	11428	1441
888	11444	1428
889	11459	1416
890	11473	1403
891	11488	1390
892	11503	1378
893	11517	1365
894	11531	1352
895	11545	1340
896	11559	1327
897	11575	1314
898	11589	1302
899	11603	1289
900	11617	1276
901	11632	1263
902	11647	1251
903	11660	1238
904	11675	1225
905	11689	1212
906	11702	1199
907	11716	1187
908	11728	1174
909	11741	1161
910	11755	1148
911	11768	1135
912	11781	1122
913	11795	1109
914	11809	1097
915	11823	1084
916	11836	1071
917	11850	1058
918	11865	1045
919	11880	1033
920	11894	1020
921	11907	1007
922	11921	994
923	11935	981
924	11950	968
925	11964	956
926	11977	943
927	11991	930
928	12006	917
929	12021	904
930	12035	891
931	12049	879
932	12064	866
933	12083	853
934	12096	840
935	12111	828
936	12125	815
937	12139	802
938	12154	789
939	12168	776
940	12182	763
941	12196	750
942	12210	738
943	12223	725
944	12236	712
945	12251	699
946	12265	686
947	12279	673
948	12292	660
949	12307	647
950	12320	634
951	12334	621
952	12349	609
953	12362	596
954	12375	583
955	12389	570
956	12402	557
957	12417	544
958	12433	531
959	12448	518
960	12463	505
961	12476	492
962	12490	479
963	12504	466
964	12517	453
965	12530	441
966	12544	428
967	12560	415
968	12574	402
969	12588	389
970	12602	376
971	12615	363
972	12629	350
973	12643	337
974	12657	324
975	12669	311
976	12684	298
977	12698	285
978	12712	272
979	12726	259
980	12740	246
981	12754	233
982	12768	220
983	12781	207
984	12794	194
985	12809	181
986	12823	168
987	12836	155
988	12848	142
989	12862	129
990	12875	116
991	12891	103
992	12904	90
993	12918	77
994	12932	64
995	12947	51
996	12961	39
997	12974	26
998	12988	13
999	13001	0
