iter	Logloss
400	0.6907315462
401	0.6907315462
402	0.6907300859
403	0.6907314997
404	0.6907295127
405	0.690729333
406	0.6907282464
407	0.6907285281
408	0.6907272065
409	0.6907257284
410	0.6907260918
411	0.6907256532
412	0.6907255685
413	0.6907257862
414	0.6907251295
415	0.6907250767
416	0.6907239771
417	0.690722435
418	0.6907220363
419	0.6907215214
420	0.6907178281
421	0.6907179328
422	0.6907204404
423	0.6907193295
424	0.6907189054
425	0.6907175072
426	0.6907168407
427	0.6907162172
428	0.6907139991
429	0.6907123691
430	0.6907129345
431	0.6907118707
432	0.6907115773
433	0.6907134372
434	0.6907130784
435	0.6907088591
436	0.6907095145
437	0.6907101452
438	0.690709191
439	0.6907104118
440	0.6907111335
441	0.6907098474
442	0.6907091015
443	0.6907094069
444	0.6907084798
445	0.6907072896
446	0.6907073107
447	0.6907073554
448	0.6907066403
449	0.6907068684
450	0.6907060516
451	0.6907047975
452	0.6907054711
453	0.6907033241
454	0.6907036107
455	0.690701849
456	0.6907048854
457	0.6907024309
458	0.6907022638
459	0.6907004096
460	0.6906981608
461	0.6906995365
462	0.6906954811
463	0.6906991538
464	0.6906971384
465	0.6906948812
466	0.690696336
467	0.6906947728
468	0.6906961992
469	0.6906957315
470	0.690693942
471	0.6906935507
472	0.6906923196
473	0.6906916364
474	0.6906909483
475	0.6906905325
476	0.6906905975
477	0.6906913653
478	0.6906886199
479	0.6906879115
480	0.6906882156
481	0.6906882862
482	0.6906876116
483	0.6906878354
484	0.6906865482
485	0.6906852729
486	0.6906848063
487	0.6906854372
488	0.6906837803
489	0.6906827855
490	0.690684249
491	0.6906830265
492	0.6906828334
493	0.6906837542
494	0.6906821535
495	0.690681452
496	0.6906815068
497	0.6906811381
498	0.6906802511
499	0.6906806674
500	0.6906804778
501	0.6906809703
502	0.6906808589
503	0.6906801901
504	0.6906784123
505	0.6906774101
506	0.6906751472
507	0.6906776966
508	0.6906783966
509	0.6906770908
510	0.6906765949
511	0.6906752813
512	0.6906735488
513	0.6906764895
514	0.6906753806
515	0.6906754554
516	0.6906747899
517	0.6906743726
518	0.6906715448
519	0.6906728622
520	0.6906731175
521	0.6906724193
522	0.6906723221
523	0.6906715038
524	0.690669784
525	0.6906692062
526	0.6906694126
527	0.6906693299
528	0.6906702219
529	0.6906681912
530	0.6906691952
531	0.6906681252
532	0.6906676991
533	0.6906667498
534	0.6906659603
535	0.6906674106
536	0.6906659402
537	0.6906638761
538	0.690664053
539	0.6906650594
540	0.690666457
541	0.6906657054
542	0.6906651846
543	0.6906634385
544	0.6906635385
545	0.6906639839
546	0.6906621264
547	0.6906637313
548	0.6906648619
549	0.690661941
550	0.6906624519
551	0.6906615716
552	0.6906617767
553	0.69066064
554	0.690660453
555	0.6906609472
556	0.6906603208
557	0.6906587547
558	0.6906598533
559	0.690659111
560	0.6906589025
561	0.6906582642
562	0.6906586537
563	0.6906587161
564	0.6906597962
565	0.6906589929
566	0.6906586789
567	0.6906589345
568	0.6906567828
569	0.6906565912
570	0.690657461
571	0.6906572266
572	0.690655038
573	0.6906544632
574	0.6906538061
575	0.6906529464
576	0.6906526405
577	0.6906522371
578	0.6906537987
579	0.6906525144
580	0.6906529157
581	0.6906535283
582	0.6906528807
583	0.690652447
584	0.6906508418
585	0.6906509455
586	0.6906505872
587	0.6906500393
588	0.6906506447
589	0.690651219
590	0.6906520539
591	0.6906520889
592	0.6906512088
593	0.6906511989
594	0.6906517082
595	0.6906515636
596	0.6906511772
597	0.6906514639
598	0.6906518539
599	0.6906489014
600	0.6906498358
601	0.6906500276
602	0.6906484667
603	0.6906469139
604	0.690647745
605	0.6906472644
606	0.6906472644
607	0.6906486325
608	0.6906477549
609	0.6906456724
610	0.6906448624
611	0.6906455386
612	0.690642386
613	0.6906439744
614	0.6906435042
615	0.6906440885
616	0.6906444848
617	0.6906449161
618	0.690644977
619	0.6906431674
620	0.690643642
621	0.6906452999
622	0.6906436471
623	0.6906429393
624	0.690642563
625	0.6906432005
626	0.6906430603
627	0.6906417414
628	0.690642195
629	0.6906410136
630	0.6906409184
631	0.690641404
632	0.6906395254
633	0.6906411949
634	0.6906402192
635	0.6906407001
636	0.6906387894
637	0.6906387
638	0.6906396167
639	0.6906390151
640	0.6906377077
641	0.6906388811
642	0.6906385143
643	0.6906381957
644	0.690637977
645	0.6906385054
646	0.6906378673
647	0.6906376205
648	0.6906363344
649	0.6906356764
650	0.6906370395
651	0.6906368476
652	0.6906368472
653	0.6906368597
654	0.6906368472
655	0.6906366447
656	0.6906360606
657	0.6906369463
658	0.6906366562
659	0.6906372782
660	0.6906341301
661	0.6906342089
662	0.6906342314
663	0.6906338103
664	0.6906345703
665	0.6906330149
666	0.6906330149
667	0.6906341215
668	0.6906347633
669	0.6906322388
670	0.6906323832
671	0.6906321698
672	0.6906324988
673	0.6906320328
674	0.6906310559
675	0.6906322747
676	0.6906312843
677	0.6906327588
678	0.690632043
679	0.6906325483
680	0.6906309315
681	0.6906303914
682	0.6906325123
683	0.690632576
684	0.6906319303
685	0.690632177
686	0.6906316404
687	0.690630564
688	0.6906319838
689	0.6906317571
690	0.6906303387
691	0.6906285609
692	0.6906315437
693	0.6906320745
694	0.6906306388
695	0.6906305591
696	0.690630447
697	0.690629527
698	0.6906295719
699	0.6906294919
700	0.690629361
701	0.6906307548
702	0.6906287647
703	0.6906287596
704	0.6906288942
705	0.6906273338
706	0.6906274013
707	0.6906270901
708	0.690626869
709	0.6906255309
710	0.6906254162
711	0.6906281554
712	0.6906281105
713	0.6906244406
714	0.6906242233
715	0.6906271328
716	0.6906259051
717	0.6906262113
718	0.690626572
719	0.6906274958
720	0.6906283666
721	0.6906257915
722	0.6906257211
723	0.6906261648
724	0.6906261648
725	0.6906255841
726	0.6906258842
727	0.6906255526
728	0.6906254031
729	0.6906247754
730	0.6906233198
731	0.6906237986
732	0.6906216833
733	0.6906220337
734	0.6906223086
735	0.6906231659
736	0.6906231384
737	0.6906229444
738	0.6906231263
739	0.6906199187
740	0.690622515
741	0.690621129
742	0.6906218589
743	0.6906208416
744	0.6906216768
745	0.6906220849
746	0.6906208426
747	0.6906217268
748	0.6906219966
749	0.6906210116
750	0.6906218277
751	0.6906208443
752	0.6906199469
753	0.6906201349
754	0.6906196341
755	0.6906205316
756	0.6906197263
757	0.6906204263
758	0.6906208517
759	0.6906193625
760	0.6906186364
761	0.690618348
762	0.6906177235
763	0.6906169036
764	0.6906169407
765	0.690618817
766	0.6906190856
767	0.6906170162
768	0.6906160593
769	0.6906173483
770	0.6906161718
771	0.6906151688
772	0.6906156866
773	0.6906150725
774	0.6906151348
775	0.6906156232
776	0.6906151517
777	0.6906166998
778	0.6906171291
779	0.6906160114
780	0.6906147355
781	0.6906138089
782	0.6906141621
783	0.6906131335
784	0.6906116026
785	0.6906161592
786	0.6906170064
787	0.6906138153
788	0.6906142555
789	0.6906148595
790	0.6906149016
791	0.6906141469
792	0.6906150001
793	0.6906152192
794	0.6906158253
795	0.6906151522
796	0.6906163341
797	0.690612817
798	0.6906138875
799	0.6906127009
800	0.690614731
801	0.6906150001
802	0.6906154976
803	0.6906158344
804	0.690614084
805	0.6906140815
806	0.6906138696
807	0.6906138672
808	0.690614069
809	0.6906139543
810	0.6906140162
811	0.6906130342
812	0.6906151007
813	0.6906152423
814	0.6906147266
815	0.6906128648
816	0.6906127053
817	0.6906129289
818	0.69061278
819	0.6906118405
820	0.6906125956
821	0.6906117607
822	0.6906112745
823	0.6906115893
824	0.6906152344
825	0.690613586
826	0.6906135864
827	0.6906128042
828	0.6906144308
829	0.6906124514
830	0.6906131373
831	0.6906110217
832	0.6906114255
833	0.6906123687
834	0.6906124541
835	0.690611208
836	0.690610528
837	0.6906110714
838	0.6906116122
839	0.6906112951
840	0.6906090001
841	0.690609354
842	0.6906114397
843	0.690610119
844	0.6906125236
845	0.6906123322
846	0.6906101342
847	0.6906099699
848	0.6906100311
849	0.6906103893
850	0.6906087344
851	0.6906087344
852	0.690611394
853	0.6906118811
854	0.6906118562
855	0.6906117547
856	0.6906107129
857	0.6906103639
858	0.6906099701
859	0.6906104458
860	0.6906093917
861	0.6906056807
862	0.6906057219
863	0.6906079641
864	0.690606737
865	0.690606603
866	0.6906062765
867	0.6906059102
868	0.690606737
869	0.6906055806
870	0.690605705
871	0.6906077036
872	0.6906062204
873	0.690605849
874	0.6906068127
875	0.6906071308
876	0.6906059102
877	0.6906058502
878	0.6906060148
879	0.6906052476
880	0.6906047264
881	0.6906047538
882	0.6906040462
883	0.6906053272
884	0.6906057108
885	0.6906053345
886	0.6906067929
887	0.6906059716
888	0.6906072908
889	0.6906059001
890	0.6906052044
891	0.6906070107
892	0.690604821
893	0.6906047138
894	0.6906053052
895	0.6906078501
896	0.6906070725
897	0.6906059265
898	0.6906076833
899	0.6906060359
900	0.6906061027
901	0.6906058411
902	0.6906032276
903	0.6906036591
904	0.690603599
905	0.6906046713
906	0.6906046713
907	0.6906045415
908	0.6906045415
909	0.6906042684
910	0.6906044032
911	0.6906044356
912	0.6906035683
913	0.6906035907
914	0.6906034313
915	0.6906034064
916	0.6906035135
917	0.6906035135
918	0.6906034238
919	0.6906034512
920	0.6906043534
921	0.6906032615
922	0.690604194
923	0.6906044459
924	0.6906026393
925	0.6906037034
926	0.6906040848
927	0.6906046332
928	0.6906033821
929	0.6906040151
930	0.6906036463
931	0.6906042925
932	0.6906038639
933	0.6906028756
934	0.6906016449
935	0.6906031698
936	0.6906020585
937	0.6906022753
938	0.6906036809
939	0.6906035435
940	0.6906026988
941	0.6906015794
942	0.6906011232
943	0.6906011306
944	0.6906011306
945	0.6906008611
946	0.6906009298
947	0.6906018942
948	0.6906015425
949	0.690600035
950	0.69060004
951	0.6906000225
952	0.6906000225
953	0.6905999926
954	0.6906000973
955	0.6906011441
956	0.6906013461
957	0.6906025996
958	0.6905993501
959	0.6906006071
960	0.6906012538
961	0.6906010801
962	0.6905996185
963	0.6905998215
964	0.6905993359
965	0.6905988947
966	0.6906001928
967	0.6906029374
968	0.6906026607
969	0.6906021297
970	0.6906031639
971	0.6906018057
972	0.6906009311
973	0.6906020473
974	0.6905999149
975	0.6905989678
976	0.6905972806
977	0.6905975501
978	0.690596564
979	0.6905978796
980	0.6905988317
981	0.6905988061
982	0.6905989142
983	0.6905989557
984	0.6905990624
985	0.6905989852
986	0.690598662
987	0.6905989486
988	0.6905985481
989	0.6905981886
990	0.6905981783
991	0.6905986639
992	0.6905974908
993	0.690597406
994	0.6905992846
995	0.6905986178
996	0.6905980873
997	0.6905969682
998	0.6905983862
999	0.6905982722
